2017-10-27 16:32:56
count:82
symbol,code,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,ticktime,per,per_d,nta,pb,mktcap,nmc,turnoverratio,favor,guba,
sh600585,600585,海螺水泥,26.000,-0.210,-0.801,26.000,26.010,26.210,26.380,26.520,25.740,44891133,1167174085,15:00:00,16.149,1.714,13778186.7054,10399226.7054,1.12236,
sz000786,000786,北新建材,22.530,-0.470,-2.043,22.520,22.530,23.000,22.800,23.210,22.300,32669334,741108698,16:33:03,28.411,3.463,4029670.1024,3185700.52678,2.31045,
sh600801,600801,华新水泥,13.950,-1.060,-7.062,13.940,13.950,15.010,14.540,14.640,13.820,49230260,701355834,15:00:00,46.5,1.92,2089111.99837,1357015.99837,5.06083,
sz002233,002233,塔牌集团,14.190,0.040,0.283,14.190,14.200,14.150,14.000,14.770,13.990,44502187,640158560,16:33:03,27.95,2.124,1691838.2477,1140320.95815,5.53779,
sh600720,600720,祁连山,12.150,-0.310,-2.488,12.160,12.170,12.460,12.440,12.610,12.080,45559718,559082169,15:00:00,56.617,1.755,943192.69263,943037.664705,5.86987,
sz000401,000401,冀东水泥,15.420,-0.390,-2.467,15.420,15.430,15.810,15.800,15.860,15.390,27302546,426085610,16:33:03,395.385,2.015,2077880.33339,2077411.85374,2.02659,
sz002302,002302,西部建设,18.380,0.210,1.156,18.380,18.390,18.170,18.200,18.880,18.070,19290606,358113135,16:33:03,59.29,4.389,1897246.1839,1897246.1839,1.86882,
sz000877,000877,天山股份,12.470,-0.040,-0.320,12.460,12.470,12.510,12.530,12.740,12.390,25320299,317981940,16:33:03,109.965,1.751,1097486.26997,1097478.33905,2.877,
sz000672,000672,上峰水泥,10.330,0.020,0.194,10.320,10.330,10.310,10.340,10.640,10.260,28819400,300567334,16:33:03,57.389,4.445,840469.326743,840469.326743,3.54212,
sh600449,600449,宁夏建材,13.690,-0.530,-3.727,13.690,13.700,14.220,14.220,14.270,13.680,21278846,295861480,15:00:00,113.516,1.454,654629.846498,654629.846498,4.44996,
sh601992,601992,金隅股份,6.020,-0.110,-1.795,6.020,6.030,6.130,6.130,6.160,6.010,46179802,280940407,15:00:00,24.08,1.591,6428018.22267,4903433.89004,0.56695,
sz000935,000935,四川双马,22.240,-0.160,-0.714,22.230,22.240,22.400,22.660,22.760,22.190,11676911,261427077,16:33:03,202.182,6.138,1697891.30059,1399980.40238,1.85499,
sh600876,600876,洛阳玻璃,22.990,0.670,3.002,22.990,23.000,22.320,22.380,24.080,22.380,10450927,243512994,15:00:00,1049.772,23.092,1211037.04563,601802.045625,3.99246,
sz002372,002372,伟星新材,18.700,-0.540,-2.807,18.670,18.700,19.240,19.100,19.110,18.170,12538848,231933384,16:33:03,21.25,6.468,1885718.77494,1669074.91971,1.40483,
sz000885,000885,同力水泥,19.990,-0.130,-0.646,19.980,19.990,20.120,20.000,20.140,19.710,9400998,187143984,16:33:03,222.358,3.758,992267.584017,853171.766717,2.20267,
sz002271,002271,东方雨虹,39.890,0.440,1.115,39.880,39.890,39.450,39.550,40.060,39.100,4618221,182921585,16:33:03,32.697,5.993,3517705.69333,2271458.34029,0.81102,
sz002323,002323,雅百特,8.520,0.320,3.902,8.510,8.520,8.200,8.210,8.610,8.150,21091075,177999822,16:33:03,26.378,7.009,635361.666912,273850.7346,6.56182,
sz002596,002596,海南瑞泽,11.260,0.230,2.085,11.250,11.260,11.030,11.030,11.260,10.960,15180051,168736780,16:33:03,51.182,4.929,1098445.83191,726636.719058,2.35231,
sz300117,300117,嘉寓股份,7.630,-0.230,-2.926,7.630,7.640,7.860,7.790,7.910,7.610,21383146,165896543,16:33:03,69.364,3.693,546887.88,544999.455,2.99364,
sz002742,002742,三圣股份,18.100,-0.140,-0.768,18.100,18.110,18.240,18.220,18.270,17.660,9066750,162940671,16:33:03,32.909,5.581,781920,259940.42776,6.3133,
sz002652,002652,扬子新材,8.660,-0.200,-2.257,8.660,8.670,8.860,8.820,8.930,8.550,17500977,152966267,16:33:03,34.64,6.121,443447.424,374167.84401,4.05055,
sz002043,002043,兔 宝 宝,12.120,-0.090,-0.737,12.120,12.130,12.210,12.210,12.250,12.050,11280197,136666811,16:33:03,37.875,5.739,1043605.55022,868211.2308,1.57469,
