symbol,name,ticktime,price,volume,prev_price,kind,settlement,ratio_avg_volume_20,
sz000725,京东方Ａ,10:05:54,6.710,795500,6.720,D,6.530,5,
sz000001,平安银行,10:05:51,12.420,2017700,12.400,U,11.920,232,
sh600130,波导股份,10:05:50,6.120,528400,6.120,U,6.120,235,
sh601668,中国建筑,10:05:50,9.580,675700,9.590,D,9.620,37,
sh601166,兴业银行,10:05:50,17.200,1004600,17.200,D,17.080,122,
sz000100,TCL 集团,10:05:48,4.880,726500,4.880,U,4.800,22,
sh600130,波导股份,10:05:47,6.120,699700,6.110,U,6.120,312,
sz002141,贤丰控股,10:05:45,8.440,600500,8.450,D,8.260,326,
sz000725,京东方Ａ,10:05:45,6.720,953600,6.730,D,6.530,6,
sh601086,国芳集团,10:05:42,11.000,615200,11.010,D,10.790,220,
sz000725,京东方Ａ,10:05:42,6.730,825100,6.730,U,6.530,6,
sz000725,京东方Ａ,10:05:39,6.730,516200,6.740,D,6.530,3,
sz000100,TCL 集团,10:05:39,4.880,833369,4.890,D,4.800,25,
sz000725,京东方Ａ,10:05:36,6.740,791500,6.740,U,6.530,5,
sz000100,TCL 集团,10:05:36,4.890,855500,4.890,U,4.800,25,
sz000725,京东方Ａ,10:05:33,6.740,661300,6.740,U,6.530,4,
sh601169,北京银行,10:05:32,7.350,600000,7.330,U,7.310,179,
sz000725,京东方Ａ,10:05:30,6.740,867100,6.750,D,6.530,6,
sz000001,平安银行,10:05:30,12.430,1037600,12.420,U,11.920,119,
sz000839,中信国安,10:05:27,13.650,624400,13.650,U,12.510,51,
sz000725,京东方Ａ,10:05:27,6.750,1456100,6.750,U,6.530,10,
sz000100,TCL 集团,10:05:24,4.890,1311931,4.870,U,4.800,39,
sz000725,京东方Ａ,10:05:24,6.750,2508140,6.760,D,6.530,17,
sh601766,中国中车,10:05:23,11.200,559900,11.200,D,11.400,35,
sh601398,工商银行,10:05:23,6.060,915300,6.070,D,6.070,42,
sz000725,京东方Ａ,10:05:21,6.760,1250400,6.760,U,6.530,8,
sh601398,工商银行,10:05:20,6.070,1013200,6.070,U,6.070,47,
sz000100,TCL 集团,10:05:18,4.880,1091700,4.880,U,4.800,33,
sz000725,京东方Ａ,10:05:18,6.760,3472600,6.770,D,6.530,23,
sz000725,京东方Ａ,10:05:15,6.770,956900,6.770,U,6.530,6,
sz000725,京东方Ａ,10:05:12,6.770,1014300,6.770,U,6.530,7,
sz000839,中信国安,10:05:09,13.660,758100,13.650,U,12.510,61,
sz000725,京东方Ａ,10:05:09,6.770,1057900,6.770,U,6.530,7,
sh603993,洛阳钼业,10:05:08,6.930,1002852,6.930,D,6.900,75,
sz000725,京东方Ａ,10:05:06,6.770,578900,6.770,U,6.530,4,
sz000725,京东方Ａ,10:05:03,6.770,1002800,6.760,U,6.530,7,
sz000725,京东方Ａ,10:05:00,6.760,1699800,6.760,U,6.530,11,
sz000725,京东方Ａ,10:04:57,6.760,1047600,6.760,U,6.530,7,
sz000725,京东方Ａ,10:04:54,6.760,800800,6.760,U,6.530,5,
sh601288,农业银行,10:04:53,3.710,500500,3.710,D,3.710,19,
sz000725,京东方Ａ,10:04:51,6.760,1042100,6.760,U,6.530,7,
sz000725,京东方Ａ,10:04:48,6.760,1445400,6.760,U,6.530,10,
sh601988,中国银行,10:04:44,3.930,545700,3.930,U,3.910,32,
sz000725,京东方Ａ,10:04:39,6.750,1146300,6.750,U,6.530,8,
sz000725,京东方Ａ,10:04:36,6.750,1608400,6.750,U,6.530,11,
sz000725,京东方Ａ,10:04:33,6.750,809800,6.750,U,6.530,5,
sh601398,工商银行,10:04:32,6.070,512300,6.070,U,6.070,24,
sz000725,京东方Ａ,10:04:30,6.750,1174780,6.750,U,6.530,8,
sz000725,京东方Ａ,10:04:27,6.750,690700,6.740,U,6.530,5,
sz000725,京东方Ａ,10:04:24,6.740,682300,6.750,D,6.530,5,
sz000725,京东方Ａ,10:04:21,6.750,1227000,6.740,U,6.530,8,
sh600010,包钢股份,10:04:20,2.690,1253100,2.690,D,2.670,174,
sz000725,京东方Ａ,10:04:18,6.740,1135300,6.740,U,6.530,8,
sh601939,建设银行,10:04:17,7.040,523615,7.050,D,7.000,68,
sh601988,中国银行,10:04:17,3.930,945600,3.930,U,3.910,55,
sh601288,农业银行,10:04:17,3.710,1014300,3.700,U,3.710,39,
sz000839,中信国安,10:04:15,13.580,751750,13.560,U,12.510,61,
sz000725,京东方Ａ,10:04:15,6.740,780600,6.730,U,6.530,5,
sz000725,京东方Ａ,10:04:12,6.730,712100,6.730,D,6.530,5,
sh600000,浦发银行,10:04:11,12.600,502500,12.610,D,12.540,163,
sz300185,通裕重工,10:04:09,2.590,511000,2.600,D,2.610,218,
sz000725,京东方Ａ,10:04:09,6.730,654100,6.730,D,6.530,4,
sz000636,风华高科,10:04:03,10.680,800300,10.670,U,10.100,467,
sz000725,京东方Ａ,10:04:03,6.730,902800,6.720,U,6.530,6,
sh600010,包钢股份,10:04:02,2.690,673700,2.690,D,2.670,94,
sz000725,京东方Ａ,10:04:00,6.720,1772500,6.720,D,6.530,12,
sz000725,京东方Ａ,10:03:57,6.720,504500,6.720,D,6.530,3,
sz000839,中信国安,10:03:54,13.540,549200,13.540,U,12.510,44,
sh601398,工商银行,10:03:53,6.060,562900,6.070,D,6.070,26,
sh600028,中国石化,10:03:50,6.230,757400,6.230,D,6.290,55,
sz000725,京东方Ａ,10:03:48,6.720,2548000,6.720,U,6.530,17,
sh600016,民生银行,10:03:45,8.400,1202100,8.410,D,8.360,179,
sz000021,深科技,10:03:42,9.670,504900,9.660,U,9.560,440,
sz000725,京东方Ａ,10:03:42,6.720,719300,6.710,U,6.530,5,
sz000725,京东方Ａ,10:03:30,6.710,1599000,6.700,U,6.530,11,
sz000725,京东方Ａ,10:03:27,6.700,647200,6.700,D,6.530,4,
sz000725,京东方Ａ,10:03:24,6.700,591100,6.700,D,6.530,4,
sh601288,农业银行,10:03:23,3.710,874500,3.700,U,3.710,34,
sh600886,国投电力,10:03:20,7.690,1015400,7.690,D,7.580,435,
sz000725,京东方Ａ,10:03:18,6.700,782600,6.700,U,6.530,5,
sh601166,兴业银行,10:03:17,17.180,535900,17.180,U,17.080,65,
sh601398,工商银行,10:03:17,6.050,1194200,6.070,D,6.070,55,
sz000725,京东方Ａ,10:03:15,6.700,1341200,6.700,U,6.530,9,
sh601398,工商银行,10:03:14,6.070,908900,6.070,U,6.070,42,
sz000725,京东方Ａ,10:03:12,6.700,563000,6.700,U,6.530,4,
sz000725,京东方Ａ,10:03:06,6.700,546400,6.690,U,6.530,4,
sz000725,京东方Ａ,10:03:03,6.690,542900,6.690,D,6.530,4,
sz000725,京东方Ａ,10:03:00,6.690,665700,6.700,D,6.530,4,
sz000725,京东方Ａ,10:02:57,6.700,714300,6.700,U,6.530,5,
sh600022,山东钢铁,10:02:56,2.290,1000000,2.290,U,2.290,87,
sz000725,京东方Ａ,10:02:51,6.700,513300,6.700,U,6.530,3,
sz000725,京东方Ａ,10:02:48,6.700,1590300,6.700,U,6.530,11,
sh600460,士兰微,10:02:45,10.310,771700,10.320,D,10.610,92,
sz000725,京东方Ａ,10:02:42,6.700,636200,6.700,U,6.530,4,
sh600022,山东钢铁,10:02:40,2.290,779906,2.290,D,2.290,68,
sh600050,中国联通,10:02:39,7.920,1075100,7.920,D,7.970,34,
sh600460,士兰微,10:02:36,10.320,525000,10.330,D,10.610,62,
sz000725,京东方Ａ,10:02:36,6.700,906700,6.710,D,6.530,6,
sz000725,京东方Ａ,10:02:33,6.710,651200,6.710,U,6.530,4,
sh601328,交通银行,10:02:30,6.250,1233800,6.250,U,6.210,155,
sz000725,京东方Ａ,10:02:30,6.710,4703400,6.710,U,6.530,32,
sz000917,电广传媒,10:02:27,12.120,518600,12.140,D,11.410,262,
sz000725,京东方Ａ,10:02:27,6.710,628800,6.710,U,6.530,4,
sh600050,中国联通,10:02:24,7.910,635000,7.920,D,7.970,20,
sz000725,京东方Ａ,10:02:21,6.700,875300,6.710,D,6.530,6,
sh600006,东风汽车,10:02:18,6.400,650500,6.410,D,6.290,350,
sh601398,工商银行,10:02:18,6.050,909300,6.050,D,6.070,42,
sz000725,京东方Ａ,10:02:15,6.710,1440700,6.720,D,6.530,10,
sh601288,农业银行,10:02:12,3.700,713500,3.700,D,3.710,27,
sh600050,中国联通,10:02:12,7.920,837327,7.920,D,7.970,26,
sz000725,京东方Ａ,10:02:09,6.710,701000,6.710,D,6.530,5,
sz000725,京东方Ａ,10:02:06,6.710,603100,6.710,D,6.530,4,
sz000001,平安银行,10:02:03,12.410,592000,12.420,D,11.920,68,
sz000725,京东方Ａ,10:02:03,6.710,665800,6.720,D,6.530,4,
sh601398,工商银行,10:02:03,6.050,1011200,6.050,D,6.070,47,
sz000725,京东方Ａ,10:02:00,6.720,1776500,6.720,U,6.530,12,
sz000839,中信国安,10:01:57,13.540,509800,13.530,U,12.510,41,
sz000725,京东方Ａ,10:01:57,6.720,1027000,6.710,U,6.530,7,
sh600166,福田汽车,10:01:54,3.010,501100,3.010,D,3.010,65,
sz000725,京东方Ａ,10:01:54,6.710,1218000,6.710,U,6.530,8,
sz000100,TCL 集团,10:01:51,4.880,573400,4.880,U,4.800,17,
sz000839,中信国安,10:01:51,13.550,581100,13.540,U,12.510,47,
sz000725,京东方Ａ,10:01:51,6.710,1349700,6.710,D,6.530,9,
sz000725,京东方Ａ,10:01:48,6.710,1378900,6.710,D,6.530,9,
sh601857,中国石油,10:01:45,8.520,611700,8.530,D,8.590,122,
sz000725,京东方Ａ,10:01:45,6.710,779000,6.720,D,6.530,5,
sz000839,中信国安,10:01:42,13.520,508600,13.530,D,12.510,41,
sz000725,京东方Ａ,10:01:42,6.720,642100,6.710,U,6.530,4,
sz000839,中信国安,10:01:39,13.530,504200,13.550,D,12.510,41,
sh600016,民生银行,10:01:39,8.400,521600,8.400,D,8.360,78,
sz000100,TCL 集团,10:01:39,4.880,635500,4.870,U,4.800,19,
sz000725,京东方Ａ,10:01:39,6.710,1020800,6.720,D,6.530,7,
sh600050,中国联通,10:01:36,7.930,541700,7.930,D,7.970,17,
sz000725,京东方Ａ,10:01:36,6.720,684700,6.710,U,6.530,5,
sz000100,TCL 集团,10:01:36,4.870,855100,4.870,U,4.800,25,
sz000839,中信国安,10:01:33,13.540,722200,13.550,E,12.510,59,
sz000725,京东方Ａ,10:01:33,6.710,901600,6.710,D,6.530,6,
sz000725,京东方Ａ,10:01:30,6.710,887100,6.710,D,6.530,6,
sh600839,四川长虹,10:01:27,3.720,507600,3.720,U,3.720,47,
sz000725,京东方Ａ,10:01:27,6.710,1016000,6.720,D,6.530,7,
sz000725,京东方Ａ,10:01:24,6.720,1885800,6.710,U,6.530,13,
sz000725,京东方Ａ,10:01:21,6.710,2438900,6.720,D,6.530,16,
sz000725,京东方Ａ,10:01:18,6.720,1491700,6.730,D,6.530,10,
sz000839,中信国安,10:01:15,13.500,525600,13.500,U,12.510,43,
sz000725,京东方Ａ,10:01:15,6.730,900600,6.730,U,6.530,6,
sh601818,光大银行,10:01:12,4.060,678600,4.060,D,4.050,74,
sz000725,京东方Ａ,10:01:12,6.730,937900,6.730,U,6.530,6,
sz000100,TCL 集团,10:01:09,4.870,570900,4.870,D,4.800,17,
sz000725,京东方Ａ,10:01:09,6.730,1710000,6.720,U,6.530,12,
sz000725,京东方Ａ,10:01:06,6.720,1956800,6.720,U,6.530,13,
sz000725,京东方Ａ,10:01:03,6.720,1801900,6.720,D,6.530,12,
sh601225,陕西煤业,10:01:00,8.200,785300,8.180,U,7.990,152,
sz000725,京东方Ａ,10:01:00,6.720,1755578,6.720,D,6.530,12,
sh601558,*ST锐电,10:00:57,1.790,541800,1.790,U,1.790,161,
sz000725,京东方Ａ,10:00:57,6.720,997500,6.710,U,6.530,7,
sz000725,京东方Ａ,10:00:54,6.710,1720900,6.720,D,6.530,12,
sh601225,陕西煤业,10:00:51,8.200,762700,8.210,D,7.990,148,
sz000725,京东方Ａ,10:00:51,6.720,1117800,6.720,U,6.530,8,
sz000861,海印股份,10:00:48,3.650,880000,3.560,U,3.580,1563,
sz000725,京东方Ａ,10:00:48,6.720,2198800,6.720,U,6.530,15,
sh601766,中国中车,10:00:45,11.200,510202,11.210,D,11.400,32,
sh601988,中国银行,10:00:45,3.930,557500,3.930,U,3.910,32,
sz000725,京东方Ａ,10:00:45,6.720,1640300,6.720,D,6.530,11,
sh600036,招商银行,10:00:42,27.280,616400,27.250,U,27.030,108,
sz000725,京东方Ａ,10:00:42,6.720,1204100,6.720,U,6.530,8,
sz000725,京东方Ａ,10:00:39,6.720,1160000,6.710,U,6.530,8,
sz000725,京东方Ａ,10:00:36,6.710,2194700,6.720,D,6.530,15,
sz000725,京东方Ａ,10:00:30,6.710,690100,6.700,U,6.530,5,
sz000725,京东方Ａ,10:00:27,6.700,1662700,6.710,D,6.530,11,
sh600807,天业股份,10:00:24,14.470,504600,14.470,D,13.150,125,
sz000725,京东方Ａ,10:00:24,6.710,608000,6.700,U,6.530,4,
sz000725,京东方Ａ,10:00:21,6.700,1868500,6.700,U,6.530,13,
sz000725,京东方Ａ,10:00:18,6.700,3574000,6.700,U,6.530,24,
sz000839,中信国安,10:00:15,13.290,600100,13.300,D,12.510,49,
sh601225,陕西煤业,10:00:15,8.200,702000,8.200,D,7.990,136,
sz000725,京东方Ａ,10:00:12,6.690,2026400,6.680,U,6.530,14,
sh601398,工商银行,10:00:09,6.060,1022300,6.060,U,6.070,47,
sh601225,陕西煤业,10:00:09,8.200,1518400,8.180,U,7.990,294,
sz000725,京东方Ａ,10:00:09,6.680,2336700,6.690,D,6.530,16,
sh601988,中国银行,10:00:06,3.920,825500,3.930,D,3.910,48,
sz000725,京东方Ａ,10:00:06,6.690,1019600,6.690,U,6.530,7,
sz000100,TCL 集团,10:00:03,4.870,623600,4.860,U,4.800,19,
sz000725,京东方Ａ,10:00:03,6.690,961800,6.690,U,6.530,6,
sz000725,京东方Ａ,09:59:57,6.680,519900,6.680,D,6.530,3,
sz000725,京东方Ａ,09:59:54,6.680,2319100,6.680,U,6.530,16,
sz000001,平安银行,09:59:48,12.470,568500,12.460,U,11.920,65,
sz000839,中信国安,09:59:45,13.210,556050,13.160,U,12.510,45,
sh601225,陕西煤业,09:59:45,8.120,1013700,8.140,D,7.990,197,
sz000725,京东方Ａ,09:59:45,6.680,5545200,6.670,U,6.530,37,
sh601818,光大银行,09:59:42,4.060,616800,4.060,U,4.050,67,
sz000725,京东方Ａ,09:59:42,6.670,2169100,6.660,U,6.530,15,
sz000725,京东方Ａ,09:59:39,6.660,632000,6.670,D,6.530,4,
sh601818,光大银行,09:59:39,4.060,1248800,4.060,U,4.050,136,
sz000425,徐工机械,09:59:36,3.700,516200,3.700,D,3.680,144,
sh600231,凌钢股份,09:59:36,6.220,564514,6.200,U,6.040,86,
sz000725,京东方Ａ,09:59:33,6.660,1898500,6.660,U,6.530,13,
sz000001,平安银行,09:59:30,12.460,860000,12.450,U,11.920,99,
sz000725,京东方Ａ,09:59:30,6.660,1747900,6.660,U,6.530,12,
sh601939,建设银行,09:59:27,7.040,507100,7.050,D,7.000,66,
sz000725,京东方Ａ,09:59:27,6.660,1291500,6.650,U,6.530,9,
sz000725,京东方Ａ,09:59:24,6.650,532400,6.660,D,6.530,4,
sh601225,陕西煤业,09:59:24,8.150,1000000,8.100,U,7.990,194,
sz000725,京东方Ａ,09:59:21,6.660,1828000,6.650,U,6.530,12,
sz000725,京东方Ａ,09:59:18,6.650,530200,6.650,U,6.530,4,
sz300360,炬华科技,09:59:18,15.550,800600,15.550,D,14.140,3044,
sz000001,平安银行,09:59:18,12.440,908340,12.440,D,11.920,104,
sz000001,平安银行,09:59:15,12.440,551300,12.410,U,11.920,63,
sz000725,京东方Ａ,09:59:15,6.650,790700,6.650,U,6.530,5,
sh601939,建设银行,09:59:12,7.040,523785,7.030,U,7.000,68,
sh600807,天业股份,09:59:12,14.470,1096900,14.470,D,13.150,272,
sh601818,光大银行,09:59:09,4.060,539700,4.060,U,4.050,59,
sh600807,天业股份,09:59:09,14.470,678700,14.470,U,13.150,168,
sh600807,天业股份,09:59:03,14.450,519500,14.460,E,13.150,129,
sz000725,京东方Ａ,09:59:03,6.650,709300,6.650,D,6.530,5,
sh601225,陕西煤业,09:59:00,8.100,1173600,8.090,U,7.990,228,
sh601398,工商银行,09:59:00,6.050,1179722,6.050,U,6.070,55,
sz000725,京东方Ａ,09:59:00,6.650,7710200,6.640,U,6.530,52,
sh600004,白云机场,09:58:57,15.140,501900,15.140,U,14.720,238,
sz000725,京东方Ａ,09:58:57,6.640,625400,6.640,U,6.530,4,
sz000725,京东方Ａ,09:58:54,6.640,727400,6.640,U,6.530,5,
sz000725,京东方Ａ,09:58:51,6.640,627000,6.640,U,6.530,4,
sz000001,平安银行,09:58:48,12.400,837300,12.400,D,11.920,96,
sz000725,京东方Ａ,09:58:42,6.630,837000,6.630,D,6.530,6,
sz000100,TCL 集团,09:58:39,4.860,626500,4.850,U,4.800,19,
sz000001,平安银行,09:58:36,12.420,880600,12.380,U,11.920,101,
sz000725,京东方Ａ,09:58:33,6.630,715100,6.630,D,6.530,5,
sh600016,民生银行,09:58:30,8.390,500300,8.400,D,8.360,74,
sz000725,京东方Ａ,09:58:18,6.630,1951333,6.630,U,6.530,13,
sz000725,京东方Ａ,09:58:06,6.620,1100200,6.630,D,6.530,7,
sh601225,陕西煤业,09:58:00,8.080,558100,8.050,U,7.990,108,
sz002340,格林美,09:57:51,7.860,560660,7.850,U,7.590,44,
sh600050,中国联通,09:57:42,7.960,1003000,7.970,D,7.970,31,
sz002340,格林美,09:57:39,7.850,1086900,7.830,U,7.590,86,
sz000725,京东方Ａ,09:57:36,6.610,708800,6.620,D,6.530,5,
sz002340,格林美,09:57:33,7.820,506110,7.820,D,7.590,40,
sz000725,京东方Ａ,09:57:30,6.620,586300,6.620,U,6.530,4,
sh601288,农业银行,09:57:24,3.700,505000,3.700,D,3.710,19,
sh600221,海航控股,09:57:24,3.230,513500,3.230,D,3.230,128,
sz000425,徐工机械,09:57:24,3.700,543500,3.700,U,3.680,151,
sz002340,格林美,09:57:18,7.810,793817,7.800,U,7.590,63,
sh600050,中国联通,09:57:15,7.960,523400,7.960,D,7.970,16,
sz000001,平安银行,09:57:09,12.380,967579,12.370,U,11.920,111,
sz000725,京东方Ａ,09:57:06,6.610,501200,6.610,D,6.530,3,
sh600231,凌钢股份,09:57:06,6.200,531300,6.180,U,6.040,81,
sh601288,农业银行,09:57:03,3.700,503600,3.700,D,3.710,19,
sz000725,京东方Ａ,09:57:03,6.610,1347194,6.610,D,6.530,9,
sh600282,南钢股份,09:57:00,4.990,552100,4.990,U,4.850,71,
sz000725,京东方Ａ,09:57:00,6.610,1189500,6.620,D,6.530,8,
sh600438,通威股份,09:56:57,11.000,508200,11.000,U,10.520,145,
sz000725,京东方Ａ,09:56:57,6.620,1192600,6.620,U,6.530,8,
sz000725,京东方Ａ,09:56:54,6.620,1427000,6.620,U,6.530,10,
sz000100,TCL 集团,09:56:54,4.860,1664900,4.860,U,4.800,50,
sz000725,京东方Ａ,09:56:51,6.620,614700,6.620,D,6.530,4,
sh600777,新潮能源,09:56:51,4.110,1001000,4.120,D,4.200,450,
sz000725,京东方Ａ,09:56:48,6.620,1890000,6.630,D,6.530,13,
sz000725,京东方Ａ,09:56:45,6.630,646000,6.630,U,6.530,4,
sh600690,青岛海尔,09:56:42,18.440,502300,18.400,U,17.970,64,
sz000725,京东方Ａ,09:56:39,6.630,549100,6.630,U,6.530,4,
sh600307,酒钢宏兴,09:56:33,3.100,526700,3.110,D,3.090,71,
sz000725,京东方Ａ,09:56:33,6.630,603700,6.630,U,6.530,4,
sz000001,平安银行,09:56:24,12.380,1154201,12.320,U,11.920,132,
sz000725,京东方Ａ,09:56:21,6.630,536800,6.630,D,6.530,4,
sz000725,京东方Ａ,09:56:18,6.630,1497300,6.630,D,6.530,10,
sz000001,平安银行,09:56:15,12.330,513800,12.310,U,11.920,59,
sh600282,南钢股份,09:56:15,4.980,628100,4.970,U,4.850,81,
sz000725,京东方Ａ,09:56:15,6.630,1499140,6.620,U,6.530,10,
sh600050,中国联通,09:56:12,7.970,795500,7.970,U,7.970,25,
sh600010,包钢股份,09:56:09,2.700,676200,2.700,U,2.670,94,
sz000725,京东方Ａ,09:56:09,6.630,1368300,6.630,U,6.530,9,
sz000725,京东方Ａ,09:56:06,6.630,526800,6.630,U,6.530,4,
sh601988,中国银行,09:56:03,3.920,518400,3.920,U,3.910,30,
sz000725,京东方Ａ,09:56:03,6.630,2169001,6.630,U,6.530,15,
sz000725,京东方Ａ,09:55:57,6.630,619700,6.630,U,6.530,4,
sh601288,农业银行,09:55:51,3.710,503000,3.710,U,3.710,19,
sz000725,京东方Ａ,09:55:51,6.630,512800,6.630,U,6.530,3,
sh601988,中国银行,09:55:48,3.920,772200,3.920,U,3.910,45,
sh600050,中国联通,09:55:45,7.970,539200,7.980,D,7.970,17,
sz000725,京东方Ａ,09:55:42,6.630,532300,6.630,U,6.530,4,
sz000725,京东方Ａ,09:55:39,6.630,1306200,6.630,U,6.530,9,
sz002154,报 喜 鸟,09:55:36,3.770,581900,3.750,U,3.650,1084,
sz000725,京东方Ａ,09:55:36,6.630,1201400,6.630,U,6.530,8,
sh600221,海航控股,09:55:33,3.230,520000,3.230,D,3.230,130,
sh600050,中国联通,09:55:33,7.980,618100,7.990,D,7.970,19,
sz002489,浙江永强,09:55:33,7.140,621100,7.140,U,6.900,498,
sz000725,京东方Ａ,09:55:33,6.630,940700,6.640,D,6.530,6,
sz000725,京东方Ａ,09:55:30,6.640,1023000,6.630,U,6.530,7,
sz000839,中信国安,09:55:27,13.210,589100,13.210,D,12.510,48,
sh600777,新潮能源,09:55:27,4.110,1021500,4.110,D,4.200,459,
sz000725,京东方Ａ,09:55:24,6.630,712800,6.630,D,6.530,5,
sh600028,中国石化,09:55:21,6.230,504300,6.240,D,6.290,36,
sz000725,京东方Ａ,09:55:21,6.630,1047400,6.620,U,6.530,7,
sz000725,京东方Ａ,09:55:18,6.620,820700,6.630,D,6.530,6,
sz000839,中信国安,09:55:15,13.230,501200,13.240,D,12.510,41,
sz000725,京东方Ａ,09:55:15,6.630,946700,6.620,U,6.530,6,
sz000725,京东方Ａ,09:55:12,6.620,809200,6.630,D,6.530,5,
sh601899,紫金矿业,09:55:06,3.710,603200,3.700,U,3.730,38,
sz000725,京东方Ａ,09:55:06,6.640,1391500,6.630,U,6.530,9,
sz000100,TCL 集团,09:55:03,4.870,519200,4.860,U,4.800,15,
sz000725,京东方Ａ,09:55:03,6.630,697600,6.630,U,6.530,5,
sz000725,京东方Ａ,09:55:00,6.630,1044500,6.630,U,6.530,7,
sz000725,京东方Ａ,09:54:57,6.630,584000,6.630,U,6.530,4,
sz000725,京东方Ａ,09:54:54,6.630,3738000,6.630,D,6.530,25,
sh601225,陕西煤业,09:54:51,8.100,557625,8.050,U,7.990,108,
sz000725,京东方Ａ,09:54:51,6.630,1558300,6.630,D,6.530,10,
sz000839,中信国安,09:54:48,13.250,589300,13.210,U,12.510,48,
sz000100,TCL 集团,09:54:48,4.870,598600,4.860,U,4.800,18,
sh600221,海航控股,09:54:42,3.230,505200,3.230,U,3.230,126,
sz000725,京东方Ａ,09:54:42,6.620,2429660,6.630,D,6.530,16,
sh601668,中国建筑,09:54:39,9.600,533135,9.590,U,9.620,29,
sz000725,京东方Ａ,09:54:39,6.630,1397600,6.630,U,6.530,9,
sz000725,京东方Ａ,09:54:36,6.630,705400,6.630,U,6.530,5,
sh600050,中国联通,09:54:36,7.990,1119200,8.000,D,7.970,35,
sz000725,京东方Ａ,09:54:33,6.630,557100,6.630,U,6.530,4,
sz000100,TCL 集团,09:54:33,4.870,604900,4.870,U,4.800,18,
sz000725,京东方Ａ,09:54:30,6.630,812900,6.630,U,6.530,5,
sz000725,京东方Ａ,09:54:27,6.630,516200,6.630,U,6.530,3,
sz000001,平安银行,09:54:27,12.330,641000,12.320,U,11.920,74,
sz000839,中信国安,09:54:27,13.210,688800,13.200,U,12.510,56,
sh600050,中国联通,09:54:24,7.990,533300,8.000,D,7.970,17,
sz000839,中信国安,09:54:21,13.200,530400,13.210,D,12.510,43,
sz002742,三圣股份,09:54:18,20.480,507000,20.490,D,19.390,430,
sz000725,京东方Ａ,09:54:18,6.620,768500,6.620,U,6.530,5,
sz000725,京东方Ａ,09:54:15,6.620,1108900,6.620,U,6.530,7,
sh600028,中国石化,09:54:12,6.230,501400,6.230,D,6.290,36,
sh600808,马钢股份,09:54:12,4.240,513900,4.240,D,4.210,68,
sz000725,京东方Ａ,09:54:12,6.620,522600,6.620,U,6.530,4,
sz300332,天壕环境,09:54:12,7.000,540000,7.210,D,7.170,571,
sz000725,京东方Ａ,09:54:09,6.620,948000,6.620,U,6.530,6,
sz000100,TCL 集团,09:54:06,4.850,726100,4.850,U,4.800,22,
sz002340,格林美,09:54:06,7.800,819200,7.770,U,7.590,65,
sz000001,平安银行,09:54:06,12.330,925218,12.340,D,11.920,106,
sz000725,京东方Ａ,09:54:06,6.620,1276600,6.620,U,6.530,9,
sz000932,*ST华菱,09:54:03,8.240,583100,8.230,U,8.160,171,
sz000725,京东方Ａ,09:54:03,6.620,1037700,6.620,U,6.530,7,
sz002340,格林美,09:54:03,7.770,1128500,7.770,D,7.590,89,
sh601818,光大银行,09:54:00,4.050,588200,4.040,U,4.050,64,
sz000725,京东方Ａ,09:54:00,6.620,844600,6.610,U,6.530,6,
sh600282,南钢股份,09:53:57,4.940,571600,4.960,D,4.850,74,
sz002340,格林美,09:53:57,7.770,1030600,7.760,U,7.590,81,
sh600282,南钢股份,09:53:54,4.960,617300,4.950,U,4.850,80,
sh601818,光大银行,09:53:51,4.050,1036000,4.040,U,4.050,113,
sz000725,京东方Ａ,09:53:51,6.610,2824346,6.610,U,6.530,19,
sz000725,京东方Ａ,09:53:48,6.610,1107600,6.600,U,6.530,7,
sh600050,中国联通,09:53:45,8.000,707531,7.980,U,7.970,22,
sz000725,京东方Ａ,09:53:45,6.600,862300,6.600,D,6.530,6,
sz000839,中信国安,09:53:42,13.140,727400,13.180,D,12.510,59,
sz000725,京东方Ａ,09:53:42,6.600,4253680,6.590,U,6.530,29,
sz000001,平安银行,09:53:39,12.340,521320,12.320,U,11.920,60,
sh600028,中国石化,09:53:39,6.230,608200,6.230,D,6.290,44,
sz000725,京东方Ａ,09:53:39,6.590,1315400,6.590,D,6.530,9,
sz000839,中信国安,09:53:36,13.200,971100,13.250,D,12.510,79,
sz000725,京东方Ａ,09:53:36,6.590,2098182,6.590,U,6.530,14,
sz000725,京东方Ａ,09:53:33,6.590,595300,6.590,U,6.530,4,
sz000839,中信国安,09:53:33,13.250,653900,13.290,D,12.510,53,
sz000725,京东方Ａ,09:53:30,6.590,553700,6.580,U,6.530,4,
sz000001,平安银行,09:53:30,12.310,602300,12.300,U,11.920,69,
sz000839,中信国安,09:53:30,13.290,1023000,13.280,U,12.510,83,
sz000839,中信国安,09:53:27,13.280,544700,13.280,U,12.510,44,
sz000725,京东方Ａ,09:53:24,6.590,516500,6.580,U,6.530,3,
sh600019,宝钢股份,09:53:24,8.330,541900,8.330,U,8.220,63,
sh600187,国中水务,09:53:24,4.640,779600,4.610,U,4.540,536,
sz000839,中信国安,09:53:21,13.290,697300,13.280,U,12.510,56,
sz000001,平安银行,09:53:21,12.300,1800800,12.280,U,11.920,207,
sh600019,宝钢股份,09:53:18,8.320,643500,8.340,D,8.220,74,
sz000839,中信国安,09:53:18,13.280,807188,13.300,D,12.510,65,
sz000725,京东方Ａ,09:53:18,6.580,1132800,6.590,D,6.530,8,
