symbol,name,ticktime,price,volume,prev_price,kind,settlement,ratio_avg_volume_20,
sz000517,荣安地产,10:26:33,4.380,608100,4.400,D,4.250,648,
sh603993,洛阳钼业,10:26:30,6.990,519900,7.000,D,6.900,39,
sh600807,天业股份,10:26:30,14.470,552100,14.470,D,13.150,137,
sz002407,多氟多,10:26:24,23.620,536100,23.620,D,21.470,340,
sh601216,君正集团,10:26:09,5.220,520300,5.230,D,5.090,129,
sz000725,京东方Ａ,10:26:09,6.670,554700,6.670,U,6.530,4,
sz000517,荣安地产,10:26:09,4.360,606900,4.360,D,4.250,647,
sz002407,多氟多,10:26:03,23.620,2141230,23.600,D,21.470,1357,
sz002502,骅威文化,10:26:00,9.420,531400,9.380,U,9.100,930,
sz002407,多氟多,10:26:00,23.600,1183100,23.470,U,21.470,750,
sz002407,多氟多,10:25:54,23.440,683000,23.300,U,21.470,433,
sh600807,天业股份,10:25:51,14.470,552100,14.470,D,13.150,137,
sz000100,TCL 集团,10:25:51,4.780,1064200,4.770,U,4.800,32,
sz000868,安凯客车,10:25:48,10.020,512300,10.030,D,9.550,58,
sh600050,中国联通,10:25:48,7.890,572700,7.880,U,7.970,18,
sh600380,健康元,10:25:33,13.270,526500,13.270,D,13.150,119,
sz000868,安凯客车,10:25:33,10.000,767500,9.980,U,9.550,87,
sz002086,东方海洋,10:25:30,12.330,794600,12.330,D,12.350,409,
sh600050,中国联通,10:25:27,7.900,808400,7.890,U,7.970,25,
sz000868,安凯客车,10:25:24,9.980,573100,9.950,U,9.550,65,
sh600495,晋西车轴,10:25:18,7.300,755200,7.310,D,7.510,215,
sh600050,中国联通,10:25:18,7.900,1243421,7.900,D,7.970,39,
sh600050,中国联通,10:25:14,7.900,1121900,7.900,D,7.970,35,
sh600187,国中水务,10:25:06,4.770,650000,4.750,U,4.540,447,
sz000725,京东方Ａ,10:24:54,6.660,595500,6.660,U,6.530,4,
sh600016,民生银行,10:24:36,8.380,501100,8.380,D,8.360,75,
sh601328,交通银行,10:24:24,6.220,991600,6.220,D,6.210,125,
sh601258,庞大集团,10:24:21,2.770,607300,2.760,U,2.750,126,
sh601216,君正集团,10:24:18,5.200,809566,5.190,U,5.090,201,
sz000683,远兴能源,10:24:18,2.980,1001900,2.970,U,2.970,282,
sh601216,君正集团,10:24:12,5.190,1023200,5.180,U,5.090,253,
sz000839,中信国安,10:24:12,13.760,1146900,13.760,D,12.510,93,
sz000100,TCL 集团,10:24:09,4.770,1042500,4.780,D,4.800,31,
sz000725,京东方Ａ,10:24:06,6.670,1271700,6.670,U,6.530,9,
sz000725,京东方Ａ,10:24:03,6.670,620000,6.670,U,6.530,4,
sh601216,君正集团,10:24:00,5.190,531200,5.180,U,5.090,132,
sh600050,中国联通,10:23:59,7.910,1228099,7.910,D,7.970,39,
sh600016,民生银行,10:23:56,8.380,520200,8.380,D,8.360,77,
sh600255,梦舟股份,10:23:54,4.360,507100,4.370,D,4.500,184,
sz000839,中信国安,10:23:54,13.760,1409702,13.750,D,12.510,114,
sz000839,中信国安,10:23:45,13.760,737700,13.760,U,12.510,60,
sh600415,小商品城,10:23:41,7.020,512100,7.030,D,7.060,270,
sh601398,工商银行,10:23:39,6.080,819400,6.080,U,6.070,38,
sz000517,荣安地产,10:23:30,4.400,600500,4.320,U,4.250,640,
sh601398,工商银行,10:23:27,6.080,1004500,6.080,U,6.070,46,
sz000839,中信国安,10:23:18,13.760,669500,13.760,U,12.510,54,
sh601398,工商银行,10:23:15,6.080,1010500,6.080,U,6.070,47,
sz000839,中信国安,10:23:15,13.760,1018100,13.760,D,12.510,82,
sz000839,中信国安,10:23:12,13.760,763100,13.760,D,12.510,62,
sh600255,梦舟股份,10:23:11,4.370,703000,4.370,U,4.500,255,
sz000839,中信国安,10:23:09,13.760,558900,13.760,D,12.510,45,
sh600050,中国联通,10:23:08,7.920,1003300,7.920,D,7.970,32,
sz000839,中信国安,10:23:06,13.760,633700,13.760,D,12.510,51,
sz000725,京东方Ａ,10:23:06,6.680,1347000,6.670,U,6.530,9,
sz000839,中信国安,10:23:03,13.760,549400,13.760,D,12.510,45,
sz000100,TCL 集团,10:23:00,4.780,933642,4.790,D,4.800,28,
sh600255,梦舟股份,10:22:47,4.370,554400,4.370,U,4.500,201,
sh601398,工商银行,10:22:44,6.080,1011900,6.080,U,6.070,47,
sz000839,中信国安,10:22:42,13.760,9322117,13.700,D,12.510,755,
sz000839,中信国安,10:22:39,13.700,5165250,13.720,D,12.510,418,
sz000839,中信国安,10:22:36,13.720,1027000,13.690,U,12.510,83,
sz000839,中信国安,10:22:33,13.690,532757,13.700,D,12.510,43,
sh600022,山东钢铁,10:22:08,2.280,752300,2.280,D,2.290,66,
sh601225,陕西煤业,10:22:08,8.150,800500,8.100,U,7.990,155,
sh600255,梦舟股份,10:22:08,4.400,979900,4.420,D,4.500,355,
sh601398,工商银行,10:21:59,6.080,900200,6.080,U,6.070,42,
sh600255,梦舟股份,10:21:50,4.430,734900,4.430,U,4.500,266,
sz000725,京东方Ａ,10:21:45,6.670,748600,6.670,U,6.530,5,
sh600517,置信电气,10:21:44,8.220,522200,8.270,D,8.520,266,
sh600256,广汇能源,10:21:35,4.390,756700,4.380,U,4.380,368,
sz000725,京东方Ａ,10:21:33,6.670,1275900,6.660,U,6.530,9,
sh600777,新潮能源,10:21:32,4.110,553100,4.110,D,4.200,249,
sh601288,农业银行,10:21:32,3.710,560000,3.710,U,3.710,22,
sh601857,中国石油,10:21:20,8.510,655900,8.510,D,8.590,131,
sz000725,京东方Ａ,10:21:18,6.660,663600,6.660,U,6.530,4,
sz000725,京东方Ａ,10:21:12,6.660,508000,6.650,U,6.530,3,
sz000725,京东方Ａ,10:21:00,6.660,783500,6.650,U,6.530,5,
sh600808,马钢股份,10:20:51,4.190,535300,4.200,D,4.210,70,
sz000725,京东方Ａ,10:20:48,6.650,514200,6.650,U,6.530,3,
sz000839,中信国安,10:20:48,13.710,593100,13.710,U,12.510,48,
sh600777,新潮能源,10:20:39,4.130,1010000,4.120,U,4.200,454,
sz000725,京东方Ａ,10:20:39,6.650,2202400,6.650,U,6.530,15,
sz000725,京东方Ａ,10:20:36,6.650,655900,6.650,U,6.530,4,
sz000725,京东方Ａ,10:20:33,6.650,1673200,6.650,U,6.530,11,
sz000725,京东方Ａ,10:20:27,6.650,680600,6.650,U,6.530,5,
sz000725,京东方Ａ,10:20:24,6.650,631600,6.650,U,6.530,4,
sz000725,京东方Ａ,10:20:21,6.650,1176201,6.650,U,6.530,8,
sz000100,TCL 集团,10:20:12,4.770,951500,4.780,D,4.800,28,
sz000725,京东方Ａ,10:20:12,6.650,1140700,6.640,U,6.530,8,
sz000725,京东方Ａ,10:20:09,6.640,749400,6.650,D,6.530,5,
sh600166,福田汽车,10:20:03,3.040,545300,3.030,U,3.010,71,
sz000725,京东方Ａ,10:20:00,6.640,581600,6.640,D,6.530,4,
sh601288,农业银行,10:19:54,3.700,555600,3.710,D,3.710,21,
sh600401,*ST海润,10:19:54,1.350,561338,1.350,U,1.350,175,
sz000839,中信国安,10:19:54,13.700,663800,13.710,D,12.510,54,
sh601558,*ST锐电,10:19:48,1.800,547000,1.800,D,1.790,163,
sz000725,京东方Ａ,10:19:48,6.660,714200,6.650,U,6.530,5,
sz002312,*ST三泰,10:19:45,6.600,673900,6.570,U,6.460,309,
sz000725,京东方Ａ,10:19:45,6.650,738700,6.650,D,6.530,5,
sz300088,长信科技,10:19:39,9.800,683200,9.860,D,9.270,71,
sz000725,京东方Ａ,10:19:39,6.650,886400,6.640,U,6.530,6,
sz000725,京东方Ａ,10:19:36,6.640,612800,6.650,D,6.530,4,
sh600022,山东钢铁,10:19:36,2.290,1071400,2.290,D,2.290,94,
sz000725,京东方Ａ,10:19:33,6.650,2532600,6.660,D,6.530,17,
sz002516,旷达科技,10:19:30,6.380,502500,6.380,U,5.900,510,
sz000725,京东方Ａ,10:19:27,6.650,558700,6.660,D,6.530,4,
sh600022,山东钢铁,10:19:21,2.290,1001030,2.290,D,2.290,87,
sh600016,民生银行,10:19:18,8.390,501100,8.390,D,8.360,75,
sh601880,大连港,10:19:18,2.930,1907600,2.930,D,2.940,523,
sh601939,建设银行,10:19:15,7.020,506286,7.030,D,7.000,66,
sz000725,京东方Ａ,10:19:15,6.660,2743000,6.650,U,6.530,18,
sh600016,民生银行,10:19:12,8.390,506500,8.390,D,8.360,75,
sz000725,京东方Ａ,10:19:12,6.650,3562900,6.660,D,6.530,24,
sz000725,京东方Ａ,10:19:09,6.660,1538900,6.660,D,6.530,10,
sz000725,京东方Ａ,10:19:06,6.660,643800,6.660,D,6.530,4,
sz000725,京东方Ａ,10:19:03,6.660,755400,6.660,D,6.530,5,
sh600208,新湖中宝,10:18:54,4.330,518200,4.340,D,4.330,200,
sz000839,中信国安,10:18:54,13.750,753600,13.750,D,12.510,61,
sz000839,中信国安,10:18:51,13.750,891200,13.750,U,12.510,72,
sz002185,华天科技,10:18:45,8.800,500900,8.810,D,8.900,71,
sz002516,旷达科技,10:18:45,6.340,506300,6.320,U,5.900,514,
sz000839,中信国安,10:18:45,13.750,533250,13.750,U,12.510,43,
sz000725,京东方Ａ,10:18:45,6.670,4589900,6.670,D,6.530,31,
sz000100,TCL 集团,10:18:42,4.800,673200,4.800,D,4.800,20,
sz000100,TCL 集团,10:18:39,4.800,838600,4.810,D,4.800,25,
sz000839,中信国安,10:18:39,13.750,933133,13.740,U,12.510,76,
sh601866,中远海发,10:18:36,3.750,500800,3.750,D,3.780,201,
sz000587,金洲慈航,10:18:36,6.650,510700,6.640,U,6.670,176,
sz000100,TCL 集团,10:18:36,4.810,919900,4.800,U,4.800,27,
sz000839,中信国安,10:18:36,13.740,5218500,13.740,U,12.510,423,
sz000725,京东方Ａ,10:18:33,6.670,1646500,6.680,D,6.530,11,
sz000725,京东方Ａ,10:18:21,6.680,607700,6.680,D,6.530,4,
sz000725,京东方Ａ,10:18:18,6.680,727300,6.680,D,6.530,5,
sz000839,中信国安,10:18:18,13.750,1077600,13.760,D,12.510,87,
sh603993,洛阳钼业,10:18:15,7.020,807800,7.020,U,6.900,61,
sz000725,京东方Ａ,10:18:15,6.680,970500,6.680,D,6.530,7,
sz000839,中信国安,10:18:15,13.760,3573200,13.740,U,12.510,289,
sz000839,中信国安,10:18:12,13.740,5323100,13.720,U,12.510,431,
sz000839,中信国安,10:18:09,13.720,1985900,13.720,D,12.510,161,
sz000839,中信国安,10:18:06,13.720,1701300,13.750,D,12.510,138,
sz000839,中信国安,10:18:03,13.750,664000,13.670,U,12.510,54,
sz000725,京东方Ａ,10:18:03,6.680,861200,6.680,D,6.530,6,
sz000839,中信国安,10:18:00,13.670,1072300,13.660,U,12.510,87,
sz000839,中信国安,10:17:57,13.660,1101300,13.660,D,12.510,89,
sz000725,京东方Ａ,10:17:51,6.690,802800,6.690,D,6.530,5,
sh600050,中国联通,10:17:48,7.940,540700,7.930,U,7.970,17,
sz000100,TCL 集团,10:17:48,4.820,541900,4.810,U,4.800,16,
sz000725,京东方Ａ,10:17:48,6.690,1247400,6.690,D,6.530,8,
sz000725,京东方Ａ,10:17:45,6.690,683900,6.690,D,6.530,5,
sz000839,中信国安,10:17:45,13.660,978300,13.660,U,12.510,79,
sh601398,工商银行,10:17:45,6.070,1013200,6.070,D,6.070,47,
sh600006,东风汽车,10:17:39,6.450,633800,6.420,U,6.290,341,
sz000839,中信国安,10:17:36,13.650,2582800,13.650,U,12.510,209,
sz000839,中信国安,10:17:09,13.650,792500,13.630,U,12.510,64,
sz000725,京东方Ａ,10:17:00,6.710,905200,6.710,U,6.530,6,
sh600166,福田汽车,10:16:54,3.030,999900,3.030,U,3.010,131,
sz000100,TCL 集团,10:16:51,4.820,1141100,4.820,U,4.800,34,
sz000725,京东方Ａ,10:16:48,6.710,1720500,6.710,D,6.530,12,
sz000725,京东方Ａ,10:16:45,6.710,922600,6.700,U,6.530,6,
sh601288,农业银行,10:16:42,3.720,717500,3.710,U,3.710,28,
sh601818,光大银行,10:16:41,4.050,673300,4.060,D,4.050,73,
sh603993,洛阳钼业,10:16:39,7.020,675251,7.010,U,6.900,51,
sh601216,君正集团,10:16:36,5.190,682600,5.180,U,5.090,169,
sh601328,交通银行,10:16:33,6.230,502100,6.230,D,6.210,63,
sh600050,中国联通,10:16:24,7.930,639400,7.930,U,7.970,20,
sh601988,中国银行,10:16:24,3.910,729160,3.920,D,3.910,42,
sz000839,中信国安,10:16:24,13.560,1321000,13.570,D,12.510,107,
sz000725,京东方Ａ,10:16:21,6.710,850200,6.710,U,6.530,6,
sh601288,农业银行,10:16:18,3.710,565400,3.710,D,3.710,22,
sh601899,紫金矿业,10:16:03,3.720,1002100,3.730,D,3.730,63,
sh601988,中国银行,10:16:03,3.920,1040700,3.930,D,3.910,60,
sh601988,中国银行,10:16:00,3.930,573500,3.920,U,3.910,33,
sh600016,民生银行,10:16:00,8.390,2295100,8.390,D,8.360,341,
sh601328,交通银行,10:15:54,6.220,776900,6.230,D,6.210,98,
sh601288,农业银行,10:15:54,3.710,1018300,3.710,D,3.710,39,
sz000725,京东方Ａ,10:15:45,6.710,1052300,6.700,U,6.530,7,
sh600166,福田汽车,10:15:42,3.020,690300,3.020,U,3.010,90,
sh601288,农业银行,10:15:42,3.720,950000,3.720,U,3.710,37,
sh603993,洛阳钼业,10:15:42,6.980,2008000,6.990,D,6.900,151,
sz000100,TCL 集团,10:15:39,4.810,996700,4.810,U,4.800,30,
sh600166,福田汽车,10:15:36,3.020,924600,3.020,U,3.010,121,
sh601988,中国银行,10:15:36,3.920,1000100,3.930,D,3.910,58,
sz000839,中信国安,10:15:33,13.550,556180,13.500,U,12.510,45,
sh601333,广深铁路,10:15:27,4.890,700400,4.910,D,4.890,286,
sh601398,工商银行,10:15:27,6.060,907700,6.070,D,6.070,42,
sz000839,中信国安,10:15:24,13.500,789483,13.410,U,12.510,64,
sz000100,TCL 集团,10:15:21,4.810,1291900,4.820,D,4.800,38,
sh601398,工商银行,10:15:15,6.060,1056700,6.070,D,6.070,49,
sz000725,京东方Ａ,10:15:06,6.710,614600,6.710,D,6.530,4,
sh601818,光大银行,10:15:06,4.060,850600,4.060,D,4.050,93,
sh601766,中国中车,10:15:03,11.160,537958,11.170,D,11.400,34,
sz002239,奥特佳,10:14:57,4.110,553800,4.090,U,4.070,295,
sz000725,京东方Ａ,10:14:57,6.710,834600,6.710,U,6.530,6,
sz000725,京东方Ａ,10:14:54,6.710,526900,6.710,U,6.530,4,
sz002239,奥特佳,10:14:54,4.090,554400,4.090,D,4.070,295,
sz300088,长信科技,10:14:54,9.930,566600,9.930,U,9.270,59,
sh601618,中国中冶,10:14:54,5.170,633000,5.180,D,5.220,136,
sz000868,安凯客车,10:14:51,9.730,572000,9.710,U,9.550,65,
sz000725,京东方Ａ,10:14:42,6.700,523200,6.700,D,6.530,4,
sh600036,招商银行,10:14:42,27.290,859700,27.280,U,27.030,150,
sz000100,TCL 集团,10:14:42,4.820,1503742,4.840,D,4.800,45,
sh603993,洛阳钼业,10:14:39,6.980,534400,6.980,U,6.900,40,
sz000725,京东方Ａ,10:14:36,6.700,567206,6.700,U,6.530,4,
sz000725,京东方Ａ,10:14:33,6.700,573700,6.690,U,6.530,4,
sz000725,京东方Ａ,10:14:30,6.690,785600,6.700,D,6.530,5,
sh603993,洛阳钼业,10:14:24,6.980,518500,6.980,U,6.900,39,
sz002340,格林美,10:14:21,7.860,1081900,7.860,D,7.590,85,
sz002489,浙江永强,10:14:12,7.170,643600,7.190,D,6.900,516,
sz002340,格林美,10:14:12,7.850,1116900,7.860,D,7.590,88,
sz000413,东旭光电,10:14:09,10.740,624800,10.740,D,10.630,75,
sh601398,工商银行,10:14:09,6.060,832000,6.070,D,6.070,38,
sz000725,京东方Ａ,10:14:06,6.700,579100,6.690,U,6.530,4,
sh600016,民生银行,10:14:06,8.390,600300,8.400,D,8.360,89,
sh600219,南山铝业,10:14:06,3.780,620000,3.790,D,3.800,77,
sz002340,格林美,10:14:06,7.850,868350,7.850,U,7.590,69,
sz000725,京东方Ａ,10:14:03,6.690,1034800,6.700,D,6.530,7,
sz002340,格林美,10:14:03,7.850,1122200,7.840,U,7.590,89,
sh600517,置信电气,10:14:00,8.280,521100,8.280,U,8.520,265,
sz000725,京东方Ａ,10:14:00,6.700,555000,6.690,U,6.530,4,
sz000001,平安银行,10:13:57,12.450,891700,12.490,D,11.920,102,
sz002607,亚夏汽车,10:13:54,4.880,2201970,4.880,D,4.440,754,
sz000725,京东方Ａ,10:13:51,6.690,717500,6.680,U,6.530,5,
sz002607,亚夏汽车,10:13:51,4.880,1038800,4.870,U,4.440,356,
sz000725,京东方Ａ,10:13:48,6.680,1494200,6.690,D,6.530,10,
sz000100,TCL 集团,10:13:39,4.850,664500,4.860,D,4.800,20,
sh601766,中国中车,10:13:36,11.150,525100,11.160,D,11.400,33,
sh600068,葛洲坝,10:13:27,9.280,675700,9.280,D,9.230,117,
sh601766,中国中车,10:13:24,11.180,1018800,11.170,U,11.400,63,
sz300088,长信科技,10:13:21,9.980,631000,10.000,D,9.270,66,
sz000100,TCL 集团,10:13:21,4.850,655200,4.850,D,4.800,20,
sz300088,长信科技,10:13:12,10.000,648900,10.040,D,9.270,68,
sz000725,京东方Ａ,10:13:09,6.700,760700,6.710,D,6.530,5,
sh601328,交通银行,10:13:03,6.230,531000,6.230,U,6.210,67,
sh601766,中国中车,10:13:03,11.170,788800,11.180,D,11.400,49,
sz000725,京东方Ａ,10:13:03,6.710,1308900,6.710,U,6.530,9,
sh601766,中国中车,10:13:00,11.180,976300,11.180,D,11.400,61,
sz000725,京东方Ａ,10:12:57,6.710,788900,6.710,U,6.530,5,
sz300088,长信科技,10:12:42,9.980,639800,9.900,U,9.270,67,
sz000100,TCL 集团,10:12:39,4.860,605700,4.860,U,4.800,18,
sz300088,长信科技,10:12:36,9.900,1112100,9.870,U,9.270,116,
sz002607,亚夏汽车,10:12:30,4.840,600000,4.780,U,4.440,205,
sh600130,波导股份,10:12:30,6.110,997400,6.120,D,6.120,444,
sz300088,长信科技,10:12:27,9.860,889600,9.830,U,9.270,93,
sh600130,波导股份,10:12:21,6.120,848900,6.120,U,6.120,378,
sz000725,京东方Ａ,10:12:18,6.710,500300,6.720,D,6.530,3,
sz000725,京东方Ａ,10:12:15,6.720,543400,6.720,U,6.530,4,
sh603993,洛阳钼业,10:12:12,6.950,503800,6.950,U,6.900,38,
sz000725,京东方Ａ,10:12:12,6.720,627900,6.720,U,6.530,4,
sh601818,光大银行,10:12:12,4.060,637000,4.060,U,4.050,69,
sz300088,长信科技,10:12:12,9.810,1492000,9.760,U,9.270,155,
sh601288,农业银行,10:12:09,3.720,566300,3.710,U,3.710,22,
sz000725,京东方Ａ,10:12:06,6.720,602800,6.720,U,6.530,4,
sh601618,中国中冶,10:12:00,5.170,679700,5.170,D,5.220,146,
sz000630,铜陵有色,10:11:57,2.840,500500,2.840,U,2.840,64,
sz000725,京东方Ａ,10:11:54,6.720,683100,6.730,D,6.530,5,
sh600022,山东钢铁,10:11:42,2.290,4257574,2.290,U,2.290,372,
sh600839,四川长虹,10:11:39,3.720,551000,3.720,D,3.720,51,
sz000001,平安银行,10:11:39,12.520,645192,12.520,U,11.920,74,
sz000001,平安银行,10:11:33,12.520,526960,12.520,D,11.920,60,
sz000725,京东方Ａ,10:11:30,6.720,646840,6.720,U,6.530,4,
sz000725,京东方Ａ,10:11:18,6.720,874900,6.720,U,6.530,6,
sh600162,香江控股,10:11:06,3.350,530000,3.350,D,3.380,429,
sh601216,君正集团,10:11:06,5.180,1004900,5.160,U,5.090,249,
sz000001,平安银行,10:11:03,12.500,584700,12.500,U,11.920,67,
sz000001,平安银行,10:11:00,12.500,599500,12.490,U,11.920,69,
sz000725,京东方Ａ,10:10:57,6.710,540200,6.720,D,6.530,4,
sz000001,平安银行,10:10:57,12.490,2031340,12.480,U,11.920,233,
sz000021,深科技,10:10:48,9.760,594500,9.760,U,9.560,518,
sh601216,君正集团,10:10:48,5.180,1002200,5.160,U,5.090,248,
sz000690,宝新能源,10:10:45,7.780,500500,7.770,U,7.560,440,
sh600373,中文传媒,10:10:45,21.510,529900,21.510,D,19.550,636,
sz000725,京东方Ａ,10:10:36,6.700,682200,6.700,D,6.530,5,
sh600373,中文传媒,10:10:24,21.510,1113800,21.500,U,19.550,1337,
sz000725,京东方Ａ,10:10:24,6.690,1209800,6.690,D,6.530,8,
sz000725,京东方Ａ,10:10:21,6.690,885100,6.690,D,6.530,6,
sz300185,通裕重工,10:10:15,2.580,557500,2.590,D,2.610,237,
sz002426,胜利精密,10:10:12,5.900,505700,5.900,D,5.950,137,
sh600502,安徽水利,10:10:12,7.460,609220,7.500,D,7.340,673,
sz000725,京东方Ａ,10:10:12,6.700,931337,6.680,U,6.530,6,
sz000725,京东方Ａ,10:10:09,6.680,692100,6.690,D,6.530,5,
sz000725,京东方Ａ,10:10:06,6.690,585100,6.680,U,6.530,4,
sz000725,京东方Ａ,10:10:03,6.680,751300,6.680,D,6.530,5,
sz000725,京东方Ａ,10:09:54,6.680,796100,6.680,U,6.530,5,
sz000725,京东方Ａ,10:09:51,6.680,536600,6.690,D,6.530,4,
sh600050,中国联通,10:09:51,7.910,775100,7.910,D,7.970,24,
sh601398,工商银行,10:09:51,6.070,1000800,6.060,U,6.070,46,
sz000725,京东方Ａ,10:09:42,6.690,561900,6.690,U,6.530,4,
sz000100,TCL 集团,10:09:42,4.860,794500,4.860,U,4.800,24,
sz000725,京东方Ａ,10:09:39,6.690,512900,6.680,U,6.530,3,
sz000725,京东方Ａ,10:09:33,6.690,2078363,6.690,D,6.530,14,
sz300088,长信科技,10:09:30,9.700,757689,9.660,U,9.270,79,
sz000725,京东方Ａ,10:09:30,6.690,913600,6.690,D,6.530,6,
sz000725,京东方Ａ,10:09:27,6.690,898837,6.690,D,6.530,6,
sz300185,通裕重工,10:09:24,2.590,685200,2.600,D,2.610,292,
sz000100,TCL 集团,10:09:21,4.850,843400,4.850,D,4.800,25,
sh601216,君正集团,10:09:18,5.160,552000,5.160,U,5.090,137,
sz000725,京东方Ａ,10:09:18,6.700,1046800,6.700,D,6.530,7,
sz000725,京东方Ａ,10:09:09,6.710,735800,6.710,U,6.530,5,
sz000725,京东方Ａ,10:09:06,6.710,1043100,6.710,U,6.530,7,
sz000725,京东方Ａ,10:09:03,6.710,513200,6.710,D,6.530,3,
sh601989,中国重工,10:09:00,6.660,1008100,6.670,D,6.780,90,
sz300088,长信科技,10:08:57,9.640,1131600,9.610,U,9.270,118,
sh600747,*ST大控,10:08:54,2.890,512000,2.890,D,2.770,457,
sh601216,君正集团,10:08:51,5.160,538700,5.150,U,5.090,133,
sh601390,中国中铁,10:08:51,8.970,631100,8.970,U,9.050,87,
sz002340,格林美,10:08:48,7.810,761000,7.810,D,7.590,60,
sz000725,京东方Ａ,10:08:45,6.710,501300,6.700,U,6.530,3,
sh600016,民生银行,10:08:45,8.400,525011,8.390,U,8.360,78,
sz300088,长信科技,10:08:42,9.600,975000,9.580,U,9.270,101,
sz000725,京东方Ａ,10:08:36,6.710,604800,6.710,U,6.530,4,
sh600050,中国联通,10:08:36,7.910,720527,7.900,U,7.970,23,
sh600050,中国联通,10:08:30,7.910,528100,7.900,U,7.970,17,
sz000725,京东方Ａ,10:08:30,6.720,835460,6.720,U,6.530,6,
sz000725,京东方Ａ,10:08:27,6.720,1005840,6.720,U,6.530,7,
sz000725,京东方Ａ,10:08:24,6.720,520840,6.730,D,6.530,4,
sh600010,包钢股份,10:08:21,2.690,1021500,2.680,U,2.670,142,
sh600839,四川长虹,10:08:18,3.730,630100,3.720,U,3.720,58,
sz000725,京东方Ａ,10:08:15,6.730,10293400,6.730,U,6.530,69,
sz000725,京东方Ａ,10:08:09,6.720,573000,6.720,U,6.530,4,
sh601899,紫金矿业,10:08:03,3.720,635300,3.710,U,3.730,40,
sz000725,京东方Ａ,10:08:00,6.720,544200,6.720,D,6.530,4,
sh600050,中国联通,10:08:00,7.910,813173,7.910,D,7.970,26,
sz000725,京东方Ａ,10:07:57,6.720,587500,6.710,U,6.530,4,
sz000100,TCL 集团,10:07:51,4.870,1054800,4.870,U,4.800,31,
sz000725,京东方Ａ,10:07:45,6.720,548900,6.720,U,6.530,4,
sh600010,包钢股份,10:07:36,2.680,739600,2.680,D,2.670,103,
sz000725,京东方Ａ,10:07:33,6.730,735800,6.730,U,6.530,5,
sz300185,通裕重工,10:07:33,2.590,1000000,2.600,D,2.610,426,
sz000725,京东方Ａ,10:07:30,6.730,956400,6.730,U,6.530,6,
sz000725,京东方Ａ,10:07:27,6.730,550300,6.730,U,6.530,4,
sh600028,中国石化,10:07:24,6.240,537100,6.240,U,6.290,39,
sh600010,包钢股份,10:07:21,2.680,510500,2.690,D,2.670,71,
sh600019,宝钢股份,10:07:21,8.190,728600,8.230,D,8.220,84,
sz000725,京东方Ａ,10:07:21,6.730,1024900,6.730,D,6.530,7,
sz000725,京东方Ａ,10:07:18,6.730,980100,6.730,D,6.530,7,
sz000725,京东方Ａ,10:07:15,6.730,647700,6.740,D,6.530,4,
sz000725,京东方Ａ,10:07:12,6.740,554200,6.740,D,6.530,4,
sh601398,工商银行,10:07:12,6.060,1002700,6.050,U,6.070,46,
sz300088,长信科技,10:07:09,9.520,1013200,9.460,U,9.270,105,
sz000725,京东方Ａ,10:07:09,6.740,1172500,6.740,U,6.530,8,
sh601818,光大银行,10:07:08,4.060,908900,4.060,U,4.050,99,
sh600187,国中水务,10:07:06,4.700,549300,4.690,U,4.540,378,
sz000725,京东方Ａ,10:07:06,6.740,737100,6.740,U,6.530,5,
sz000725,京东方Ａ,10:07:03,6.740,835900,6.740,U,6.530,6,
sz000725,京东方Ａ,10:07:00,6.740,992100,6.750,D,6.530,7,
sh601225,陕西煤业,10:06:57,8.130,502000,8.140,D,7.990,97,
sz000725,京东方Ａ,10:06:57,6.750,1404600,6.750,U,6.530,9,
sz000725,京东方Ａ,10:06:54,6.750,1132800,6.750,U,6.530,8,
sz300088,长信科技,10:06:48,9.420,1013600,9.420,U,9.270,105,
sz000725,京东方Ａ,10:06:39,6.740,1193800,6.730,U,6.530,8,
sz000100,TCL 集团,10:06:33,4.870,762400,4.870,D,4.800,23,
sz000725,京东方Ａ,10:06:33,6.740,1189800,6.730,U,6.530,8,
sh601818,光大银行,10:06:30,4.060,691400,4.050,U,4.050,75,
sz000725,京东方Ａ,10:06:27,6.730,526200,6.730,D,6.530,4,
sh601216,君正集团,10:06:27,5.150,1003900,5.120,U,5.090,249,
sz000725,京东方Ａ,10:06:24,6.730,1370500,6.730,U,6.530,9,
sh600187,国中水务,10:06:23,4.670,515900,4.680,D,4.540,355,
sz000725,京东方Ａ,10:06:21,6.730,717400,6.730,U,6.530,5,
sh601998,中信银行,10:06:18,6.200,600300,6.190,U,6.170,228,
sh601216,君正集团,10:06:15,5.120,507900,5.110,U,5.090,126,
sz000001,平安银行,10:06:12,12.490,500200,12.430,U,11.920,57,
sz000725,京东方Ａ,10:06:09,6.720,509000,6.720,D,6.530,3,
sz000839,中信国安,10:06:09,13.610,525100,13.620,D,12.510,43,
sz000725,京东方Ａ,10:06:03,6.720,635400,6.720,D,6.530,4,
sz002429,兆驰股份,10:06:03,3.480,790100,3.480,D,3.520,148,
sh600595,中孚实业,10:06:02,5.720,543700,5.740,D,5.900,277,
sz000725,京东方Ａ,10:06:00,6.720,665000,6.710,U,6.530,4,
sz000100,TCL 集团,10:06:00,4.870,2034500,4.870,U,4.800,61,
sz000725,京东方Ａ,10:05:57,6.710,526900,6.710,D,6.530,4,
sz300315,掌趣科技,10:05:54,6.900,589616,6.870,U,6.790,227,
